Business Name,Industry,City,State,ZIP,Street Address,Website,LinkedIn,Employees,Est. Revenue,US Locations,What They Do,Source,Verification Status
Fulmer Concrete Construction,Construction,Chattanooga,TN,37416,4845 Geminus Drive,fulmerconcrete.com,https://www.linkedin.com/company/fulmerconcreteconstruction,51-200,10M-25M,1,"As one of the largest concrete construction companies in Eastern Tennessee and North Georgia areas, our mission is to meet and exceed our clients expectations while providing the highest levels of service excellence in the concrete industry. Fulmer Concrete is a privately owned commercial concrete b","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
GenTech Construction,Construction,Chattanooga,TN,37402,820 Broad Street Suite 200,gentechconstruction.com,https://www.linkedin.com/company/gentech-construction,11-50,1M-5M,1,"GenTech Construction LLC provides value-added construction services that exceed client expectations through a combination of teamwork, communication, collaboration, and personal integrity. Targeting the tri-state area of Tennessee, Alabama, and Georgia, the company focuses on commercial construction","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Giorgio Mens Warehouse LLC,Construction,Chattanooga,TN,37402,704 Market Street,giorgiomenswarehouse.com,https://www.linkedin.com/company/giorgio-mens-warehouse-llc,11-50,1M-5M,1,704 Market Street Chattanooga TN 37402,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
GLASS HOUSE COLLECTIVE,Construction,Chattanooga,TN,37406,,glasshousecollective.org,https://www.linkedin.com/company/glass-house-collective,1-10,1M-5M,1,"Glass House is a company committed to involving artists in projects that will make the street cleaner, safer, and better.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Global Environmental, LLC",Environmental Services,Chattanooga,TN,37410,306 Workman Road,globalenvt.com,https://www.linkedin.com/company/global-environmental-llc,11-50,1M-5M,1,"Global is a full-service environmental and industrial maintenance company focused on the health, safety, and sustainability needs of our regional business partnerships. Our mission is to provide our partners with unparalleled service while maintaining the integrity of the environment.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Go Get It Transportation,Truck Transportation,Chattanooga,TN,37421,Chattanooga,gogetittransportation.com,https://www.linkedin.com/company/go-get-it-transportation,1-10,1M-5M,1,"Our mission at Go Get It Transportation is simple: to provide high-quality services in a timely manner. Our team caters to each projects specific needs to ensure excellence. For more information or general inquiries, feel free to get in touch today.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Goggin Warehousing,Truck Transportation,Chattanooga,TN,37406,1609 Elmendorf Street,gogginwarehousing.com,https://www.linkedin.com/company/goggin-warehousing,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Grace Construction Consultants,Construction,Chattanooga,TN,37411,5726 Marlin Road,grace-cc.com,https://www.linkedin.com/company/grace-construction-consultants,51-200,10M-25M,1,"Originally Grace was established as a development company, focused on alignment with developers, to provide seamless leadership through the course of a project. Logically, it made sense to establish a construction division to manage the greatest risk in a project. Soon thereafter, we realized the ne","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Greene Skirts, LLC",Environmental Services,Chattanooga,TN,37403,518 Georgia Avenue,greeneskirts.com,https://www.linkedin.com/company/greene-skirts-llc,1-10,500K-1M,1,"Greene Skirts pairs eco-minded companies that want to create an environmental impact along with independent tractor-trailer drivers. Through our Adopt-a-Truck program, companies can choose to adopt a truck using trailer skirts only or a combination of a set of skirts and a tail. With skirts only, th","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
green|spaces,Environmental Services,Chattanooga,TN,37408,,greenspaceschattanooga.org,https://www.linkedin.com/company/greenspacescha,11-50,1M-5M,3,"green|spaces is a 501(c)(3) nonprofit based in Chattanooga, Tennessee. Our mission is to work toward regional sustainability by progressing the way we live, work and build in Chattanooga and the surrounding region. We have completed and are working on a variety of projects including Empower Chattano","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Groundscape Concepts, LLC",Construction,Chattanooga,TN,37406,2005 Stuart Street,groundscapeconcepts.com,https://www.linkedin.com/company/groundscape-concepts-llc,11-50,10M-25M,2,"Groundscape Concepts provides erosion control supplies to Chattanooga, Tennessee; North Georgia; and Alabama.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Gsi Travel,Construction,Chattanooga,TN,37421,6706 Willow Trace Drive,gsitravel.com.my,https://www.linkedin.com/company/gsi-travel,1-10,1M-5M,1,Plan your trip with GSI Travel with affordable packages.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
GuideOn Group,Truck Transportation,Chattanooga,TN,37402,1301 Riverfront Parkway Suite 119,guideongroup.com,https://www.linkedin.com/company/guideongroup,51-200,10M-25M,1,"GuideOn brings you a single-source transportation solution that answers your individual needs with a wide breadth of capabilities and resources. With two fleets of assets, a well-rounded brokerage, and an expedient network of terminals throughout the country, GuideOn Group can handle all of your shi","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"H&H BROWN, INC",Construction,Chattanooga,TN,37408,1803 Polk Street,handhbrown.com,https://www.linkedin.com/company/h&h-brown-inc,11-50,1M-5M,1,"H & H Brown, Inc. is a family owned business serving the Tri-state area for more than quarter century. Safety is the first priority of our companies and our mission is to exceed your company's requirements and expectations.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Hardcore Construction of Tennessee,Construction,Chattanooga,TN,37404,Main Street,hardcoreconstructionco.com,https://www.linkedin.com/company/hardcore-construction-of-tennessee,1-10,1M-5M,1,"At Hardcore Construction, our design and building process is all about the client experience. The mission our team lives by is: We will provide, through the eyes of our clients, a great design, build or remodel experience. This precise purpose throughout our team drives the desired results for our c","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Haskel Sears Design,Construction,Chattanooga,TN,37402,719 Cherry Street,haskelsearsdesign.com,https://www.linkedin.com/company/haskel-sears,1-10,1M-5M,2,Matt Sears' journey in building design and construction started over a decade ago with handcrafted furniture constructed around the nature and possibilities of wood. Walk into a Haskel Sears building today and youll often see one-of-a-kind furniture and fixtures merged into a cohesive design that em,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Havenly Showers,Construction,Chattanooga,TN,37421,121 Honest Street,havenlyshowers.com,https://www.linkedin.com/company/havenly-showers,11-50,1M-5M,1,"Welcome to Havenly Showers, where we are dedicated to revolutionizing the bathroom renovation industry with cutting-edge solutions and exceptional craftsmanship. Based in Chattanooga, TN, we specialize in high-quality porcelain slab shower systems that combine style, durability, and efficiency. Our ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Havron Contracting Corp,Environmental Services,Chattanooga,TN,37408,1513 Williams Street,demosalvage.com,https://www.linkedin.com/company/havron-contracting-corp,1-10,500K-1M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Hayward Bolt and Specialty,Construction,Chattanooga,TN,37407,2805 South Orchard Knob Avenue,boltandspecialty.com,https://www.linkedin.com/company/hayward-bolt-and-specialty,11-50,1M-5M,1,"Founded in 1976, Hayward Bolt and Specialty Co is a successful woman owned family business. With our massive in stock inventory we want to be your only choice for fasteners (nuts, bolts, screws) and related items. Through the years, we have consistently provided quality products and services to buil","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Henley Brothers Construction,Construction,Chattanooga,TN,37404,1215 Duncan Avenue,henleybrothers.com,https://www.linkedin.com/company/henley-brothers-construction,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Hercules Equipment Pads,Wholesale Building Materials,Chattanooga,TN,,5001 Calhoun Avenue,herculesequipmentpads.com,https://www.linkedin.com/company/hercules-equipment-pads,11-50,10M-25M,1,A U.S. company dedicated to creating the best equipment pad on the planet.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Hgh Construction LLC,Construction,Chattanooga,TN,37408,1426 Williams Street Suite Q,hghconstruction.com,https://www.linkedin.com/company/hgh-construction-llc,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Highway Environmental Response Solutions, LLC",Environmental Services,Chattanooga,TN,37416,,highwayenv.com,https://www.linkedin.com/company/highway-environmental-response-solutions,11-50,1M-5M,1,"Highway Environmental Response Solutions is Your First Call for Spill Response Highway Environmental has trained spill response staff located in the Nashville, Chattanooga, and Knoxville metropolitan areas and provides emergency spill response within 4 hour radius of these cities. Highway Environmen","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Honeybee Toys,Facilities Services,Chattanooga,TN,37405,809 Elinor Street,honeybeetoys.com.au,https://www.linkedin.com/company/honeybee-toys,11-50,1M-5M,1,"Honeybee Toys is a leading wholesaler, distributor and retailer specializing in European wooden toys.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
